,CarType,camping0,camping1,camping2,camping3,camping4,camping5,camping6,camping7,camping8,entrance0,entrance1,entrance2,entrance3,entrance4,gate0,gate1,gate2,gate3,gate4,gate5,gate6,gate7,gate8,general-gate0,general-gate1,general-gate2,general-gate3,general-gate4,general-gate5,general-gate6,general-gate7,ranger-base,ranger-stop0,ranger-stop1,ranger-stop2,ranger-stop3,ranger-stop4,ranger-stop5,ranger-stop6,ranger-stop7
11/11/2015,2,,,,,,,,,,2,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/11/2015,4,,,,,,,,,,1,2,2,1,2,,,,,,,,,,,2,2,,1,1,,2,,2,,2,,,,,
11/11/2015,5,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2015,2P,,,,,,,,,2,,,,,,,,4,4,4,8,6,4,8,,2,2,2,2,4,,7,8,3,4,3,4,4,4,10,4
11/12/2015,1,,,,,,,,,,1,1,4,2,2,,,,,,,,,,,4,4,,1,1,,1,,4,,4,,,,,
11/12/2015,2,,,,2,,,,,,1,1,1,2,1,,,,,,,,,,,2,2,,2,1,,3,,2,,2,,,,,
11/12/2015,4,,,,,,,,,,,,1,3,,,,,2,,2,2,,,,1,1,,,2,,,,1,,1,2,,,2,
11/12/2015,6,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,
11/12/2015,2P,,,,,,,,,,,,,,,,,,,,4,4,2,6,,2,2,,2,2,,4,6,3,,3,,4,,4,2
11/13/2015,1,,,,,,,,,,1,2,1,2,,,,,,,,,,,,1,1,,1,,,2,,1,,1,,,,,
11/13/2015,2,,,,,,,,,1,2,,2,,1,,,,,,,,,,,2,2,,,,,,,2,,2,,,,,
11/13/2015,3,,,,,,,,,,1,1,2,1,1,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
11/13/2015,4,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
11/13/2015,5,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/13/2015,6,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,
11/13/2015,2P,,,,,,,,,1,,,,,,,,2,4,2,2,2,2,4,,2,2,1,2,5,,3,4,3,2,3,4,2,2,3,2
11/14/2015,1,,,,,,,,,,,2,,1,1,,,,,,,,,,,1,1,,1,1,,2,,1,,1,,,,,
11/14/2015,2,,,,,,,,,,,1,,1,2,,,,,,,,,,,2,2,,1,2,,1,,2,,2,,,,,
11/14/2015,3,,,,,,,,,1,2,1,1,3,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
11/14/2015,4,,,,,,,,,,,,1,2,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
11/14/2015,2P,,,2,,,,,2,2,,,,,,,,2,4,6,6,4,2,8,,2,2,2,2,4,2,5,8,3,2,3,4,2,6,7,2
11/15/2015,1,,,,,,,,,,2,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
11/15/2015,2,,,,,,,,,,2,2,,,2,,,,,,,,,,,2,2,,2,2,,2,,2,,2,,,,,
11/15/2015,3,,,,,,,,2,,1,,1,,,,,,,,,,,,,1,1,,,1,2,,,1,,1,,,,,
11/15/2015,5,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/15/2015,6,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/15/2015,2P,,,,,,,,,2,,,,,,,,2,6,4,6,4,4,6,,2,2,2,2,6,,3,6,3,2,3,6,2,4,7,4
11/16/2015,1,,,,,,,,,,,2,1,,1,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
11/16/2015,2,,,,,,,,,1,1,1,2,2,3,,,,,,,,,,,4,4,,1,3,,1,,4,,4,,,,,
11/16/2015,3,,,2,,,,,,,,,1,1,,,,,,,,,,,,1,1,,1,,,2,,1,,1,,,,,
11/16/2015,4,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/16/2015,5,,,,,,,,,,1,1,,1,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
11/16/2015,2P,2,,,,2,,,,2,,,,,,3,3,2,6,6,6,4,,7,,3,3,2,1,5,,4,7,4,2,4,6,2,6,7,
11/17/2015,1,,,,,,,,,,1,,2,,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/17/2015,2,,,,,,,,,,2,1,2,,1,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
11/17/2015,3,,,,,,,,,2,1,1,,,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
11/17/2015,4,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2015,5,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/17/2015,2P,,,,,,4,,,2,,,,,,,,2,6,4,6,4,4,9,,1,3,2,1,5,,4,9,3,2,2,6,,4,6,4
11/18/2015,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
11/18/2015,2,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
11/18/2015,3,,2,,,,,,,1,,1,2,1,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
11/18/2015,4,,,,,,,,,,1,1,,1,1,,,,,,,,,,,1,1,,,1,,1,,1,,1,,,,,
11/18/2015,5,,,,,,,,,,,,,2,2,,,,,,,,,,,2,2,,,2,,,,2,,2,,,,,
11/18/2015,2P,,,,,,,,,1,,,,,,,,,2,2,2,,,2,,,,1,,1,,,2,,,,2,,2,2,
11/19/2015,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
11/19/2015,2,,,,,,,,,,,2,2,,2,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
11/19/2015,3,,,,2,,,,,,1,1,,1,1,,,,,,,,,,,1,1,,2,1,,3,,1,,1,,,,,
11/19/2015,4,,,,,,,,,,1,1,,1,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
11/19/2015,5,,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,6,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,
11/19/2015,2P,,,,,,,,2,1,,,,,,,,4,2,2,4,4,4,4,,2,2,1,2,3,2,5,4,3,4,3,2,2,2,5,4
11/20/2015,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
11/20/2015,2,,,,2,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,2,,,,,,,,,
11/20/2015,3,,,,,,,,,,1,,1,1,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
11/20/2015,4,,,,,,,,,,2,,1,,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
11/20/2015,5,,,,,,,,,,2,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
11/20/2015,2P,,2,,,,,,,,,,,,,,,,2,,2,2,2,4,1,,2,,,4,,,4,2,,2,2,,,2,2
11/21/2015,2,,,,,,,,,2,3,1,2,1,1,,,,,,,,,,,3,3,1,1,1,,1,,3,,3,,,,,
11/21/2015,3,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/21/2015,5,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2015,6,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/21/2015,2P,2,,,,,,,,4,,,,,,2,2,,6,4,4,,,8,,2,2,2,,6,,,8,3,,2,6,,4,4,
11/22/2015,1,,,1,,,,1,,,2,1,2,3,,,,,,,,,,,,3,3,,1,1,,2,,3,,3,,,,,
11/22/2015,2,,,,,,,,2,,,3,,1,1,,,,,,,,,,,1,1,,1,1,2,2,,1,,1,,,,,
11/22/2015,3,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/22/2015,4,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
11/22/2015,6,,,,,,,,,,2,1,1,2,,,,,,,,,,,,1,1,,,,,1,,1,,1,,,,,
11/22/2015,2P,2,,,,,2,,,1,,,,,,1,1,,2,2,2,2,,6,,2,2,1,2,3,,4,6,3,,3,2,2,2,3,
11/23/2015,1,,,,,,,,,1,2,,1,1,1,,,,,,,,,,,3,3,,,1,,,,3,,3,,,,,
11/23/2015,2,,,,,,,,,,2,3,1,,1,,,,,,,,,,,2,2,,4,1,,4,,2,,2,,,,,
11/23/2015,3,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
11/23/2015,6,,,,,,,,,,1,2,1,,,,,,,,,,,,,1,1,,2,,,2,,1,,1,,,,,
11/23/2015,2P,,,,,,,,,1,,,,,,,,4,2,2,4,4,2,5,,2,3,1,2,4,,5,5,6,4,5,2,2,2,5,2
11/24/2015,1,,,,,,,,,,1,1,1,,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
11/24/2015,2,,,,2,,,,,,3,,3,2,2,,,,,,,,,,,5,5,,1,2,,2,,5,,5,,,,,
11/24/2015,3,,,,,,,,,,1,,2,1,,,,,,,,,,,,2,2,,,,,,,2,,2,,,,,
11/24/2015,2P,,,,,,2,,,1,,,,,,,,2,2,2,4,4,1,6,,3,4,1,3,5,,7,6,5,2,4,2,4,2,6,1
11/25/2015,1,,,,,,,,,1,,1,,1,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
11/25/2015,2,,,,,,,2,,,,2,2,1,2,,,,,,,,,,,3,4,,2,3,,2,,4,,3,,,,,
11/25/2015,3,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2015,4,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
11/25/2015,5,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/25/2015,6,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/25/2015,2P,4,,,,,,,,,,,,,,3,3,,4,2,6,6,7,9,,1,1,,2,5,,2,9,1,,2,6,2,2,6,7
11/26/2015,1,,,,,,,,,,1,,1,1,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
11/26/2015,2,,,,,,,,,,1,,,1,1,,,,,,,,,,,2,1,,,1,,,,1,,2,,,,,
11/26/2015,3,,,,,,,,2,,,1,1,2,,,,,,,,,,,,3,3,,1,2,2,1,,3,,3,,,,,
11/26/2015,5,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
11/26/2015,6,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
11/26/2015,2P,,,,,,,,,2,,,,,,,,,6,4,4,,,8,,2,2,2,2,6,,2,8,3,,3,6,2,4,4,
11/27/2015,1,,,,,,,,,,1,,2,2,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/27/2015,2,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
11/27/2015,3,,,,,,,,,2,2,,,2,2,,,,,,,,,,,4,4,,,2,,,,4,,4,,,,,
11/27/2015,4,,,,,,,,,,1,2,1,,,,,,,,,,,,,1,1,,2,,,2,,1,,1,,,,,
11/27/2015,2P,2,,,2,,,,,,,,,,,,,,2,,2,2,,2,,,,,,2,,3,2,,,,2,2,,2,
11/28/2015,1,,,,,,,,,,3,,1,,2,,,,,,,,,,,3,3,,,2,,,,3,,3,,,,,
11/28/2015,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
11/28/2015,3,,2,,,,,,,,,2,,3,1,,,,,,,,,,2,3,3,,1,1,,2,,3,,3,,,,,
11/28/2015,4,,,,,,,,,,2,,1,,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
11/28/2015,5,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
11/28/2015,2P,,,,,,,,,,,,,,,,,,4,,4,4,4,6,,2,2,,2,6,,2,6,3,,3,4,2,,4,4
11/29/2015,1,,,,1,,,,,,1,1,2,2,1,,,,,,,,,,,3,3,,1,1,,2,,3,,3,,,,,
11/29/2015,2,,,,,,,,,,1,,1,1,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
11/29/2015,3,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2015,4,,,,,,,,,,1,1,3,2,1,,,,,,,,,,,4,4,,1,1,,1,,4,,4,,,,,
11/29/2015,2P,,,,,,,,,2,,,,,,,,4,6,4,6,6,4,8,,4,6,2,4,10,,8,8,8,4,6,6,6,4,9,4
11/30/2015,1,,,,,,,,,,3,1,1,1,2,,,,,,,,,,,3,3,,1,2,,1,,3,,3,,,,,
11/30/2015,2,,,,,,,,2,,,1,2,,1,,,,,,,,,,,1,1,,1,,2,1,,1,,1,,,,,
11/30/2015,4,,,,,,,,,,1,4,1,1,1,,,,,,,,,,,2,2,,3,1,,4,,2,,2,,,,,
11/30/2015,5,,,,,,,,,,1,2,,,1,,,,,,,,,,,1,1,,2,1,,2,,1,,1,,,,,
11/30/2015,2P,,,,,2,,,,1,,,,,,,,2,2,4,6,6,2,6,,2,2,1,2,3,,7,6,3,2,3,2,4,4,7,2
12/1/2015,1,,,,3,2,4,2,,,3,1,3,2,2,2,2,,4,,4,6,2,4,,5,5,,2,5,,6,4,5,,6,4,,,6,2
12/1/2015,1,,,,3,,,,,,2,1,2,,2,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
12/1/2015,4,,,,,,,,,,,,,2,,,,,2,,2,2,,,,,,,,2,,,,,,,2,,,2,
12/1/2015,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/1/2015,2P,,,,,2,4,2,,,,,,,,2,2,,2,,2,4,2,4,,2,2,,,2,,4,4,2,,3,2,,,4,2
12/2/2015,1,,,,,,,2,,,1,1,,,,,,,,,,,,,,2,2,,1,2,,1,,2,,2,,,,,
12/2/2015,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2015,4,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
12/2/2015,5,,,,,,,,,,,2,2,,,,,,,,,,,,,2,2,,2,,,2,,2,,2,,,,,
12/2/2015,2P,,,,,,,,,1,,,,,,,,2,2,2,4,4,4,4,,2,2,1,2,3,,5,4,3,2,3,2,4,2,5,4
12/3/2015,1,,,,,,,,,,,1,1,,2,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
12/3/2015,2,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,
12/3/2015,3,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,
12/3/2015,2P,,,2,2,,,,,3,,,,,,,,4,6,8,8,6,4,8,,4,4,3,4,7,,10,8,6,4,6,6,6,8,10,4
12/4/2015,1,,,,,,,,,1,,,,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/4/2015,3,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/4/2015,4,,,,,,,,,,1,1,1,1,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
12/4/2015,5,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
12/4/2015,6,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,
12/4/2015,2P,,,,,,,,,1,,,,,,,,,2,2,2,,,2,,,,1,,1,,,2,,,,2,,2,2,
12/5/2015,1,,,,,2,,,,1,,1,1,4,,,,,,,,,,,,1,1,,,,,3,,1,,1,,,,,
12/5/2015,3,,,,,,,,,,,,2,1,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/5/2015,4,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
12/5/2015,6,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,1,,,,1,,,,,
12/5/2015,2P,,,4,,,,,,2,,,,,,,,,2,,8,8,4,4,,,,,,4,,4,4,,,,2,,,9,4
12/6/2015,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/6/2015,2,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
12/6/2015,3,,,,,,,,2,,,2,1,,1,,,,,,,,,,,2,2,,2,2,2,2,,2,,2,,,,,
12/6/2015,6,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2015,2P,,,,,,,,,1,,,,,,,,2,2,2,2,2,2,6,,4,6,1,4,7,,5,6,8,2,6,2,4,2,3,2
12/7/2015,1,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/7/2015,2,,,,2,,,,,,,,1,1,,,,,,,,,,,,1,1,,1,,,2,,1,,1,,,,,
12/7/2015,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
12/7/2015,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,
12/7/2015,2P,,,,,,,,,1,,,,,,,,2,2,2,2,2,1,1,,1,1,1,1,2,,3,1,2,2,1,2,2,2,3,1
12/8/2015,1,,,,,,,,,,1,2,1,1,1,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
12/8/2015,3,,,,,,,,,2,1,,,1,,,,,,,,,,,,2,2,,,,,,,2,,2,,,,,
12/8/2015,5,,,,,,,,,,1,1,,1,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
12/8/2015,2P,,,,,2,,,,,,,,,,,,,2,,4,4,3,7,,3,3,,3,5,,4,7,4,,5,2,2,,4,3
12/9/2015,1,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/9/2015,2,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
12/9/2015,3,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,
12/9/2015,6,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,
12/9/2015,2P,2,,,,2,,,,,,,,,,3,3,,2,,2,2,,4,,2,4,,,4,,1,4,4,,3,2,,,4,
12/10/2015,1,,,,,,,,,,1,,2,1,,,,,,,,,,,,2,2,,,,,,,2,,2,,,,,
12/10/2015,2,,,,2,,,,,,1,,,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,
12/10/2015,4,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/10/2015,2P,2,,,,,,,,2,,,,,,2,2,4,6,4,7,7,4,5,,4,4,2,3,6,,7,5,5,4,6,6,5,4,10,4
12/11/2015,1,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2015,2,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
12/11/2015,3,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/11/2015,5,,,,,,,,,,2,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
12/11/2015,2P,,,,,,,,,1,,,,,,,,,4,2,2,,,5,,1,3,1,1,4,,1,5,4,,3,4,1,2,2,
12/12/2015,1,,,,,,,,2,,1,1,,2,2,,,,,,,,,,,2,2,,,2,2,1,,2,,2,,,,,
12/12/2015,4,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2015,2P,,,,,,,,2,,,,,,,,,,2,2,2,,,4,,,2,,,2,2,,4,3,,2,2,,2,2,
12/13/2015,1,,,,,,,,,,1,,3,,2,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/13/2015,2,,,,,2,,,,,,,1,,1,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
12/13/2015,3,,,,,,,,,1,1,1,,,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
12/13/2015,2P,2,,,,,,,2,4,,,,,,2,2,2,8,8,8,4,2,8,,2,2,4,2,6,2,3,8,3,2,3,8,2,8,9,2
12/14/2015,2,,,,,,,2,,,3,1,,,,,,,,,,,,,,2,2,,1,2,,1,,2,,2,,,,,
12/14/2015,3,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,1,,,2,,,,,,,,,
12/14/2015,4,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2015,6,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
12/14/2015,2P,,,,,,,,,2,,,,,,,,,4,,4,4,4,6,,2,2,,2,6,,2,6,3,,3,4,2,,4,4
12/15/2015,1,,,,,,,,,,1,,2,,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/15/2015,2,,,,,,2,,,,1,,1,2,,,,,,,,,,,,1,1,,1,,,2,,1,,1,,,,,
12/15/2015,3,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
12/15/2015,6,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
12/15/2015,2P,,,2,,2,,,,2,,,,,,,,,,,4,2,2,4,,,,,,2,,2,4,,,,,,,6,2
12/16/2015,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/16/2015,2,,,,2,,,,,,3,1,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,,
12/16/2015,2P,2,,,,,,,,2,,,,,,2,2,4,4,4,8,8,6,8,,4,4,2,4,6,,6,8,6,4,6,4,4,4,10,6
12/17/2015,1,,,1,,,,,,,2,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
12/17/2015,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2015,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/17/2015,2P,2,,,,,,,,1,,,,,,1,1,,4,2,6,4,2,6,,,,1,,3,,2,6,,,,4,2,2,6,2
12/18/2015,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
12/18/2015,2,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/2015,4,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/2015,6,,,,,,,,,,1,1,,1,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
12/18/2015,2P,,,,,,,,,2,,,,,,,,2,4,4,4,2,2,3,,2,2,2,2,4,,3,3,3,2,3,4,2,4,5,2
12/19/2015,1,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/19/2015,3,,,,,,2,,,,,1,1,,2,,,,,,,,,,,1,1,,1,1,,2,,1,,1,,,,,
12/19/2015,4,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
12/19/2015,5,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/19/2015,2P,4,,,,,,,,,,,,,,4,4,,2,2,3,3,,3,,1,1,,,1,,,3,1,,1,2,,2,3,
12/20/2015,1,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/20/2015,2,,,,2,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,2,,,,,,,,,
12/20/2015,3,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/20/2015,4,,,,,,,,,,1,1,1,,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
12/20/2015,2P,,,,,,,,,2,,,,,,,,,6,4,6,2,2,6,,,,2,,4,,,6,,,,6,,4,6,2
12/21/2015,2,2,,,,1,,,,,2,,5,1,1,,,,,,,,,,,4,4,,3,,,3,,4,,4,,,,,
12/21/2015,2P,,,,,,,,,1,,,,,,,,,2,6,2,,,8,,,2,1,,3,,,8,2,,2,2,,8,2,
12/22/2015,1,,,,1,,,1,,,,1,,1,,,,,,,,,,,,1,1,,1,1,,2,,1,,1,,,,,
12/22/2015,2,,,,,,,,2,,2,1,1,1,1,,,,,,,,,,,2,2,,1,2,2,1,,2,,2,,,,,
12/22/2015,5,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
12/22/2015,2P,,,,,,,,,1,,,,,,,,,2,2,2,,,2,,,,1,,1,,,2,,,,2,,2,2,
12/23/2015,2,,,,,,,,,2,,1,1,,2,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
12/23/2015,3,,,,,,,,,,1,2,1,,,,,,,,,,,,,1,1,,2,,,2,,1,,1,,,,,
12/23/2015,2P,2,,,,2,,,,,,,,,,1,1,,,,4,4,,6,,4,2,,2,2,,6,6,3,,5,,4,,5,
12/24/2015,1,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
12/24/2015,2,,,,,,,2,,,1,1,,1,1,,,,,,,,,,,1,1,,,1,,1,,1,,1,,,,,
12/24/2015,4,,,,,,,,,,,,,2,,,,,2,,2,2,,,,,,,,2,,,,,,,2,,,2,
12/24/2015,2P,,,2,,4,,,,,,,,,,,,2,,,2,2,,2,,,,,,,,2,2,,2,,,,,2,
12/25/2015,1,,,,,,,,,,,1,1,2,1,,,,,,,,,,,,,,,,,2,,,,,,,,,
12/25/2015,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/2015,3,,,,,,,,2,,,2,1,1,,,,,,,,,,,,3,3,,2,2,2,2,,3,,3,,,,,
12/25/2015,6,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/25/2015,2P,,,,,,,,,3,,,,,,,,2,6,6,6,2,2,6,,2,2,3,2,5,,3,6,3,2,3,6,2,6,7,2
12/26/2015,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
12/26/2015,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
12/26/2015,3,,,,,,,2,,,2,1,1,,,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
12/26/2015,5,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
12/26/2015,2P,,,,,,,,,2,,,,,,,,2,6,4,6,4,4,5,,2,1,2,2,5,,3,5,2,2,2,6,2,4,7,4
12/27/2015,1,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/27/2015,2,,,,,,,2,,,,,,2,,,,,,,,,,,,2,2,,,2,,,,2,,2,,,,,
12/27/2015,5,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
12/27/2015,6,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
12/27/2015,2P,,,,,,,,,2,,,,,,,,,4,4,4,,,5,,,1,2,,3,,,5,1,,1,4,,4,4,
